12.0,30.0,35.0
11.0,31.0,35.0
13.0,29.0,33.0
12.0,30.0,35.0
12.0,31.0,32.0
12.0,30.0,35.0
12.0,30.0,33.0
13.0,29.0,35.0
12.0,30.0,35.0
13.0,30.0,32.0
13.0,29.0,35.0
13.0,30.0,32.0
12.0,30.0,35.0
11.0,31.0,34.0
12.0,30.0,35.0
12.0,30.0,34.0
13.0,29.0,33.0
13.0,30.0,34.0
13.0,29.0,33.0
13.0,29.0,33.0
13.0,28.0,35.0
12.0,30.0,33.0
11.0,31.0,33.0
12.0,30.0,35.0
13.0,29.0,35.0
13.0,29.0,35.0
13.0,29.0,33.0
13.0,29.0,35.0
12.0,31.0,34.0
11.0,31.0,33.0
