2000,0,grid,0.0,100,25,0.0,0.039999999999999994,2000.0
2000,0,grid,0.0,100,36,0.0,0.0,2000.0
2000,0,grid,0.0,100,49,0.0,0.044897959183673466,2000.0
2000,0,grid,0.0,300,25,0.0,1.0,403.5
2000,0,grid,0.0,400,25,0.0,1.0,407.5
2000,0,grid,0.0,500,25,0.0,1.0,411.6
2000,0,grid,0.0,600,25,0.0,1.0,400.9
2000,0,grid,0.0,100,64,0.0,0.0390625,2000.0
2000,0,grid,0.0,200,25,0.0,0.932,1253.2
2000,0,grid,0.0,400,36,0.0,1.0,503.8
2000,0,grid,0.0,300,49,0.0,1.0,411.5
2000,0,grid,0.0,200,36,0.0,1.0,512.2
2000,0,grid,0.0,300,36,0.0,0.9555555555555555,651.0
2000,0,grid,0.0,600,36,0.0,1.0,515.5
2000,0,grid,0.0,200,49,0.0,1.0,399.1
2000,0,grid,0.0,500,36,0.0,0.8555555555555555,800.8
2000,0,grid,0.0,400,49,0.0,1.0,410.1
2000,0,grid,0.0,600,49,0.0,1.0,411.0
2000,0,grid,0.0,500,49,0.0,1.0,474.1
2000,0,grid,0.0,200,64,0.0,1.0,473.1
2000,0,grid,0.0,300,64,0.0,1.0,475.5
2000,0,grid,0.0,500,64,0.0,1.0,473.8
2000,0,grid,0.0,400,64,0.0,1.0,469.8
2000,0,grid,0.0,600,64,0.0,1.0,461.4
2000,0,grid,0.0,200,81,0.0,1.0,426.7
2000,0,grid,0.0,300,81,0.0,1.0,466.7
2000,0,grid,0.0,400,81,0.0,1.0,441.4
2000,0,grid,0.0,600,81,0.0,1.0,409.2
2000,0,grid,0.0,500,81,0.0,1.0,416.9
2000,0,grid,0.0,200,100,0.0,1.0,456.8
2000,0,grid,0.0,300,100,0.0,1.0,464.8
2000,0,grid,0.0,400,100,0.0,1.0,437.8
2000,0,grid,0.0,600,100,0.0,1.0,441.7
2000,0,grid,0.0,500,100,0.0,1.0,441.7
2000,0,grid,0.0,100,81,0.0,0.8444444444444444,1693.7
2000,0,grid,0.0,100,100,0.0,0.992,1089.7
